month,gid,luminosity,year
7,SSD.6.2.1_1,-0.008641140535473824,2012
7,SSD.6.3.1_1,0.024830777198076248,2012
7,SSD.6.4.1_1,0.009311774745583534,2012
7,SSD.7.1.1_1,0.04668009281158447,2012
7,SSD.7.2.1_1,-0.0012614394072443247,2012
7,SSD.7.3.1_1,0.04077918082475662,2012
7,SSD.7.4.1_1,0.012950331903994083,2012
7,SSD.7.5.1_1,0.04884037747979164,2012
7,SSD.7.6.1_1,0.04318865016102791,2012
7,SSD.7.7.1_1,0.06165033206343651,2012
7,SSD.7.8.1_1,0.022201718762516975,2012
7,SSD.8.1.1_1,-0.006647683680057526,2012
7,SSD.8.2.1_1,0.0086170220747590065,2012
7,SSD.8.3.1_1,0.031454481184482574,2012
7,SSD.8.4.1_1,2.9275217093527317e-4,2012
7,SSD.9.1.1_1,0.0162823386490345,2012
7,SSD.9.2.1_1,0.022666119039058685,2012
7,SSD.10.1.1_1,0.06599001586437225,2012
7,SSD.10.1.2_1,0.07581362128257751,2012
7,SSD.10.2.1_1,0.04239583760499954,2012
7,SSD.10.3.1_1,0.08362618088722229,2012
7,SSD.10.3.2_1,0.043523602187633514,2012
7,SSD.10.4.1_1,0.06384953111410141,2012
8,SSD.1.1.1_1,0.0369858555495739,2012
8,SSD.1.2.1_1,0.024062074720859528,2012
8,SSD.1.3.1_1,0.019351009279489517,2012
8,SSD.1.4.1_1,0.05088939890265465,2012
8,SSD.2.1.1_1,0.08648473024368286,2012
8,SSD.2.1.2_1,0.034922368824481964,2012
8,SSD.2.2.1_1,0.12081561982631683,2012
8,SSD.2.3.1_1,0.025822078809142113,2012
8,SSD.2.4.1_1,0.07751743495464325,2012
8,SSD.3.1.1_1,0.08484635502099991,2012
8,SSD.3.2.1_1,0.1000780314207077,2012
8,SSD.3.3.1_1,0.07561995089054108,2012
8,SSD.3.4.1_1,0.04769929125905037,2012
8,SSD.3.5.1_1,0.040971387177705765,2012
8,SSD.3.6.1_1,0.15503975749015808,2012
8,SSD.3.6.2_1,0.1290498673915863,2012
8,SSD.3.7.1_1,0.027905279770493507,2012
8,SSD.4.1.1_1,0.08163183927536011,2012
8,SSD.4.2.1_1,0.13564758002758026,2012
8,SSD.4.3.1_1,0.1890079379081726,2012
8,SSD.4.4.1_1,0.15085077285766602,2012
8,SSD.5.1.1_1,0.17075125873088837,2012
8,SSD.5.2.1_1,0.20295409858226776,2012
8,SSD.5.3.1_1,0.14287161827087402,2012
8,SSD.5.4.1_1,0.1041007861495018,2012
8,SSD.6.1.1_1,0.178024560213089,2012
8,SSD.6.2.1_1,0.15167386829853058,2012
8,SSD.6.3.1_1,0.041292499750852585,2012
8,SSD.6.4.1_1,0.09621921181678772,2012
8,SSD.7.1.1_1,0.06266331672668457,2012
8,SSD.7.2.1_1,0.09945154190063477,2012
8,SSD.7.3.1_1,0.00536419777199626,2012
8,SSD.7.4.1_1,0.05937022343277931,2012
8,SSD.7.5.1_1,0.08714403957128525,2012
8,SSD.7.6.1_1,0.07690268754959106,2012
8,SSD.7.7.1_1,0.06485819816589355,2012
8,SSD.7.8.1_1,-6.106413202360272e-4,2012
8,SSD.8.1.1_1,0.1930025964975357,2012
8,SSD.8.2.1_1,0.2130163162946701,2012
8,SSD.8.3.1_1,0.16049130260944366,2012
8,SSD.8.4.1_1,0.21024180948734283,2012
8,SSD.9.1.1_1,0.1468871533870697,2012
8,SSD.9.2.1_1,0.16559647023677826,2012
8,SSD.10.1.1_1,0.037186577916145325,2012
8,SSD.10.1.2_1,0.033397868275642395,2012
8,SSD.10.2.1_1,0.04687749966979027,2012
8,SSD.10.3.1_1,0.132917582988739,2012
8,SSD.10.3.2_1,0.07329367846250534,2012
8,SSD.10.4.1_1,0.12936383485794067,2012
9,SSD.1.1.1_1,0.09122350811958313,2012
9,SSD.1.2.1_1,0.07792007178068161,2012
9,SSD.1.3.1_1,0.08332076668739319,2012
9,SSD.1.4.1_1,0.10265839099884033,2012
9,SSD.2.1.1_1,0.06451177597045898,2012
9,SSD.2.1.2_1,0.08316663652658463,2012
9,SSD.2.2.1_1,0.06964341551065445,2012
9,SSD.2.3.1_1,0.08005011081695557,2012
9,SSD.2.4.1_1,0.06817272305488586,2012
9,SSD.3.1.1_1,0.0858384296298027,2012
9,SSD.3.2.1_1,0.08259960263967514,2012
9,SSD.3.3.1_1,0.09985903650522232,2012
9,SSD.3.4.1_1,0.07268321514129639,2012
9,SSD.3.5.1_1,0.030744511634111404,2012
9,SSD.3.6.1_1,0.05010729283094406,2012
9,SSD.3.6.2_1,0.07785850018262863,2012
9,SSD.3.7.1_1,0.038052041083574295,2012
9,SSD.4.1.1_1,0.09816954284906387,2012
9,SSD.4.2.1_1,0.08734879642724991,2012
9,SSD.4.3.1_1,0.07464674860239029,2012
9,SSD.4.4.1_1,0.0686669796705246,2012
9,SSD.5.1.1_1,0.03260064125061035,2012
9,SSD.5.2.1_1,0.04851089045405388,2012
9,SSD.5.3.1_1,0.09152626246213913,2012
9,SSD.5.4.1_1,0.050547581166028976,2012
9,SSD.6.1.1_1,0.05968347191810608,2012
9,SSD.6.2.1_1,0.06790284812450409,2012
9,SSD.6.3.1_1,0.078681841492652893,2012
9,SSD.6.4.1_1,0.07919631153345108,2012
9,SSD.7.1.1_1,0.055376794189214706,2012
9,SSD.7.2.1_1,0.0996551364660263,2012
9,SSD.7.3.1_1,0.0643756091594696,2012
9,SSD.7.4.1_1,0.11170438677072525,2012
9,SSD.7.5.1_1,0.14245948195457458,2012
9,SSD.7.6.1_1,0.03627782315015793,2012
9,SSD.7.7.1_1,0.059973470866680145,2012
9,SSD.7.8.1_1,0.0729038417339325,2012
9,SSD.8.1.1_1,0.10021089762449265,2012
9,SSD.8.2.1_1,0.08273060619831085,2012
9,SSD.8.3.1_1,0.07467979937791824,2012
9,SSD.8.4.1_1,0.07369806617498398,2012
9,SSD.9.1.1_1,0.03284173831343651,2012
9,SSD.9.2.1_1,0.068782277405262,2012
9,SSD.10.1.1_1,0.15162162482738495,2012
9,SSD.10.1.2_1,0.12524785101413727,2012
9,SSD.10.2.1_1,0.10812994092702866,2012
9,SSD.10.3.1_1,0.08774919807910919,2012
9,SSD.10.3.2_1,0.05381959304213524,2012
9,SSD.10.4.1_1,0.13042235374450684,2012
10,SSD.1.1.1_1,0.06007608026266098,2012
10,SSD.1.2.1_1,0.023213926702737808,2012
10,SSD.1.3.1_1,-0.007036807481199503,2012
10,SSD.1.4.1_1,0.04597311094403267,2012
10,SSD.2.1.1_1,0.06645296514034271,2012
10,SSD.2.1.2_1,0.03532848507165909,2012
10,SSD.2.2.1_1,0.021428510546684265,2012
10,SSD.2.3.1_1,0.0738583654165268,2012
10,SSD.2.4.1_1,0.05289287492632866,2012
10,SSD.3.1.1_1,0.031064139679074287,2012
10,SSD.3.2.1_1,0.02546001970767975,2012
10,SSD.3.3.1_1,0.03992287442088127,2012
10,SSD.3.4.1_1,0.037672437727451324,2012
10,SSD.3.5.1_1,0.00930773001164198,2012
10,SSD.3.6.1_1,-0.004665236920118332,2012
10,SSD.3.6.2_1,-0.003142593428492546,2012
10,SSD.3.7.1_1,0.022005634382367134,2012
10,SSD.4.1.1_1,0.04240063950419426,2012
10,SSD.4.2.1_1,0.030084660276770592,2012
10,SSD.4.3.1_1,0.03940413147211075,2012
10,SSD.4.4.1_1,0.04131726548075676,2012
10,SSD.5.1.1_1,0.06559255719184875,2012
10,SSD.5.2.1_1,0.05179585888981819,2012
10,SSD.5.3.1_1,0.056672707200050354,2012
10,SSD.5.4.1_1,0.0642075166106224,2012
10,SSD.6.1.1_1,0.03824758529663086,2012
10,SSD.6.2.1_1,0.04454340040683746,2012
10,SSD.6.3.1_1,0.04124470055103302,2012
10,SSD.6.4.1_1,0.04697868227958679,2012
10,SSD.7.1.1_1,0.05930079519748688,2012
10,SSD.7.2.1_1,0.04474002495408058,2012
10,SSD.7.3.1_1,0.032986514270305634,2012
10,SSD.7.4.1_1,0.0577671080827713,2012
10,SSD.7.5.1_1,0.057316143065690994,2012
10,SSD.7.6.1_1,0.023220546543598175,2012
10,SSD.7.7.1_1,0.014727123081684113,2012
10,SSD.7.8.1_1,0.05051390454173088,2012
10,SSD.8.1.1_1,0.059402309358119965,2012
10,SSD.8.2.1_1,0.04998752847313881,2012
10,SSD.8.3.1_1,0.048404861241579056,2012
10,SSD.8.4.1_1,0.05933118611574173,2012
10,SSD.9.1.1_1,0.0639849454164505,2012
10,SSD.9.2.1_1,0.060917556285858154,2012
10,SSD.10.1.1_1,0.05756203830242157,2012
10,SSD.10.1.2_1,0.0349084734916687,2012
10,SSD.10.2.1_1,0.029269704595208168,2012
10,SSD.10.3.1_1,0.055956821888685226,2012
10,SSD.10.3.2_1,0.045785099267959595,2012
10,SSD.10.4.1_1,0.05490844324231148,2012
11,SSD.1.1.1_1,0.029215339571237564,2012
11,SSD.1.2.1_1,-0.013307640329003334,2012
11,SSD.1.3.1_1,-0.015411509200930595,2012
11,SSD.1.4.1_1,-0.02322266809642315,2012
11,SSD.2.1.1_1,0.009059974923729897,2012
11,SSD.2.1.2_1,7.238938705995679e-4,2012
11,SSD.2.2.1_1,-0.009356146678328514,2012
11,SSD.2.3.1_1,0.025828072801232338,2012
11,SSD.2.4.1_1,-0.0015116971917450428,2012
11,SSD.3.1.1_1,-0.006642534397542477,2012
11,SSD.3.2.1_1,-0.022434620186686516,2012
11,SSD.3.3.1_1,0.011066381819546223,2012
11,SSD.3.4.1_1,-0.025081612169742584,2012
11,SSD.3.5.1_1,-0.011096003465354443,2012
11,SSD.3.6.1_1,0.024001028388738632,2012
11,SSD.3.6.2_1,0.0031304683070629835,2012
11,SSD.3.7.1_1,-0.02465689554810524,2012
11,SSD.4.1.1_1,-0.007215412333607674,2012
11,SSD.4.2.1_1,-0.013467556796967983,2012
11,SSD.4.3.1_1,0.023148188367486,2012
11,SSD.4.4.1_1,-0.01630290411412716,2012
11,SSD.5.1.1_1,-0.05254500359296799,2012
11,SSD.5.2.1_1,0.40467366576194763,2012
11,SSD.5.3.1_1,-0.07213606685400009,2012
11,SSD.5.4.1_1,-0.08012690395116806,2012
11,SSD.6.1.1_1,-0.012442473322153091,2012
11,SSD.6.2.1_1,-0.018661577254533768,2012
11,SSD.6.3.1_1,0.04415572062134743,2012
11,SSD.6.4.1_1,0.01363596972078085,2012
11,SSD.7.1.1_1,0.05127624422311783,2012
11,SSD.7.2.1_1,0.23329482972621918,2012
11,SSD.7.3.1_1,-0.03261328116059303,2012
11,SSD.7.4.1_1,0.7587624788284302,2012
11,SSD.7.5.1_1,0.3217041492462158,2012
11,SSD.7.6.1_1,-0.014326638542115688,2012
11,SSD.7.7.1_1,-0.00203250115737319,2012
11,SSD.7.8.1_1,0.2719182074069977,2012
11,SSD.8.1.1_1,-0.056787680834531784,2012
11,SSD.8.2.1_1,-0.06741837412118912,2012
11,SSD.8.3.1_1,-0.0028831635136157274,2012
11,SSD.8.4.1_1,-0.032926782965660095,2012
11,SSD.9.1.1_1,0.4431784152984619,2012
11,SSD.9.2.1_1,-0.005807292647659779,2012
11,SSD.10.1.1_1,-0.0455559641122818,2012
11,SSD.10.1.2_1,-0.040992312133312225,2012
11,SSD.10.2.1_1,-0.0238967202603817,2012
11,SSD.10.3.1_1,-0.04735342413187027,2012
11,SSD.10.3.2_1,-0.03679144009947777,2012
11,SSD.10.4.1_1,-0.0327564962208271,2012
12,SSD.1.1.1_1,0.16027262806892395,2012
12,SSD.1.2.1_1,0.03929852321743965,2012
12,SSD.1.3.1_1,-0.0016408959636464715,2012
12,SSD.1.4.1_1,0.526272177696228,2012
12,SSD.2.1.1_1,-0.019919777289032936,2012
12,SSD.2.1.2_1,0.0726511999964714,2012
12,SSD.2.2.1_1,-0.04510347917675972,2012
12,SSD.2.3.1_1,0.03359442949295044,2012
12,SSD.2.4.1_1,-0.033840250223875046,2012
12,SSD.3.1.1_1,0.08256416767835617,2012
12,SSD.3.2.1_1,-0.06315410882234573,2012
12,SSD.3.3.1_1,0.08310477435588837,2012
12,SSD.3.4.1_1,0.0902484729886055,2012
12,SSD.3.5.1_1,-0.05801208317279816,2012
12,SSD.3.6.1_1,-0.053376805037260056,2012
12,SSD.3.6.2_1,-0.0445561520755291,2012
12,SSD.3.7.1_1,-0.04410914331674576,2012
12,SSD.4.1.1_1,0.0449703224003315,2012
12,SSD.4.2.1_1,0.6867697834968567,2012
12,SSD.4.3.1_1,0.11875828355550766,2012
12,SSD.4.4.1_1,0.2506691813468933,2012
12,SSD.5.1.1_1,0.0720195546746254,2012
12,SSD.5.2.1_1,0.3096218705177307,2012
12,SSD.5.3.1_1,-0.05092277377843857,2012
12,SSD.5.4.1_1,-0.02450687251985073,2012
12,SSD.6.1.1_1,-0.04599076882004738,2012
12,SSD.6.2.1_1,-0.08499279618263245,2012
12,SSD.6.3.1_1,0.04730921611189842,2012
12,SSD.6.4.1_1,0.10347507148981094,2012
12,SSD.7.1.1_1,0.33990296721458435,2012
12,SSD.7.2.1_1,0.24398118257522583,2012
12,SSD.7.3.1_1,0.9709088802337646,2012
12,SSD.7.4.1_1,0.5995815992355347,2012
12,SSD.7.5.1_1,0.7575231790542603,2012
12,SSD.7.6.1_1,0.28962746262550354,2012
12,SSD.7.7.1_1,-0.05337875336408615,2012
12,SSD.7.8.1_1,1.626725196838379,2012
12,SSD.8.1.1_1,0.006727320142090321,2012
12,SSD.8.2.1_1,-0.03060038574039936,2012
12,SSD.8.3.1_1,0.46048763394355774,2012
12,SSD.8.4.1_1,0.0344177708029747,2012
12,SSD.9.1.1_1,0.7225992679595947,2012
12,SSD.9.2.1_1,0.9757774472236633,2012
12,SSD.10.1.1_1,0.08824542164802551,2012
12,SSD.10.1.2_1,0.0395636260509491,2012
12,SSD.10.2.1_1,0.17340576648712158,2012
12,SSD.10.3.1_1,0.05834076181054115,2012
12,SSD.10.3.2_1,0.8550758361816406,2012
12,SSD.10.4.1_1,0.20662865042686462,2012
1,SSD.1.1.1_1,0.43875566124916077,2013
1,SSD.1.2.1_1,0.3152514696121216,2013
1,SSD.1.3.1_1,0.046338897198438644,2013
1,SSD.1.4.1_1,0.05053509399294853,2013
1,SSD.2.1.1_1,0.1458028256893158,2013
1,SSD.2.1.2_1,0.3700045347213745,2013
1,SSD.2.2.1_1,-0.054589733481407166,2013
1,SSD.2.3.1_1,0.4276195466518402,2013
1,SSD.2.4.1_1,0.13112510740756989,2013
1,SSD.3.1.1_1,0.06657549738883972,2013
1,SSD.3.2.1_1,0.08091632276773453,2013
1,SSD.3.3.1_1,-0.01066485047340393,2013
1,SSD.3.4.1_1,9.146025404334068e-4,2013
1,SSD.3.5.1_1,0.7715957760810852,2013
1,SSD.3.6.1_1,0.345562607049942,2013
1,SSD.3.6.2_1,0.06500190496444702,2013
1,SSD.3.7.1_1,0.004228542558848858,2013
1,SSD.4.1.1_1,0.03814725577831268,2013
1,SSD.4.2.1_1,0.39065223932266235,2013
1,SSD.4.3.1_1,-0.020572278648614883,2013
1,SSD.4.4.1_1,0.36191409826278687,2013
1,SSD.5.1.1_1,0.008890555240213871,2013
1,SSD.5.2.1_1,-0.01084014493972063,2013
1,SSD.5.3.1_1,-0.11229649186134338,2013
1,SSD.5.4.1_1,-0.052132297307252884,2013
1,SSD.6.1.1_1,-0.015930170193314552,2013
1,SSD.6.2.1_1,-0.0982983410358429,2013
1,SSD.6.3.1_1,0.7550787925720215,2013
1,SSD.6.4.1_1,4.7775378334335983e-4,2013
1,SSD.7.1.1_1,0.07075338065624237,2013
1,SSD.7.2.1_1,0.008286603726446629,2013
1,SSD.7.3.1_1,0.12472233921289444,2013
1,SSD.7.4.1_1,-0.0021386242005974054,2013
1,SSD.7.5.1_1,0.13206477463245392,2013
1,SSD.7.6.1_1,0.7693787217140198,2013
1,SSD.7.7.1_1,-0.06265751272439957,2013
1,SSD.7.8.1_1,0.3605901300907135,2013
1,SSD.8.1.1_1,-0.04836500436067581,2013
1,SSD.8.2.1_1,-0.05995595082640648,2013
1,SSD.8.3.1_1,-0.01695353537797928,2013
1,SSD.8.4.1_1,0.06069624796509743,2013
1,SSD.9.1.1_1,0.2806357145309448,2013
1,SSD.9.2.1_1,0.7111329436302185,2013
1,SSD.10.1.1_1,1.142459511756897,2013
1,SSD.10.1.2_1,1.3268523216247559,2013
1,SSD.10.2.1_1,0.0619436576962471,2013
1,SSD.10.3.1_1,0.41459810733795166,2013
1,SSD.10.3.2_1,0.8924553990364075,2013
1,SSD.10.4.1_1,0.5124265551567078,2013
2,SSD.1.1.1_1,0.20795243978500366,2013
2,SSD.1.2.1_1,0.27398425340652466,2013
2,SSD.1.3.1_1,0.13973300158977509,2013
2,SSD.1.4.1_1,0.23527103662490845,2013
2,SSD.2.1.1_1,0.34697628021240234,2013
2,SSD.2.1.2_1,1.1637731790542603,2013
2,SSD.2.2.1_1,0.30414649844169617,2013
2,SSD.2.3.1_1,0.3497421443462372,2013
2,SSD.2.4.1_1,0.6402360200881958,2013
2,SSD.3.1.1_1,0.3297704756259918,2013
2,SSD.3.2.1_1,0.1988435536623001,2013
2,SSD.3.3.1_1,0.558454155921936,2013
2,SSD.3.4.1_1,0.20206224918365479,2013
2,SSD.3.5.1_1,0.32347798347473145,2013
2,SSD.3.6.1_1,0.47524911165237427,2013
2,SSD.3.6.2_1,0.390953004360199,2013
2,SSD.3.7.1_1,0.4783917963504791,2013
2,SSD.4.1.1_1,0.2727385461330414,2013
2,SSD.4.2.1_1,0.36759620904922485,2013
2,SSD.4.3.1_1,0.2900870442390442,2013
2,SSD.4.4.1_1,0.3244001865386963,2013
2,SSD.5.1.1_1,0.14567779004573822,2013
2,SSD.5.2.1_1,0.22763924300670624,2013
2,SSD.5.3.1_1,0.11007757484912872,2013
2,SSD.5.4.1_1,0.1243281215429306,2013
2,SSD.6.1.1_1,0.32209357619285583,2013
2,SSD.6.2.1_1,0.13848350942134857,2013
2,SSD.6.3.1_1,0.2243012636899948,2013
2,SSD.6.4.1_1,0.2606935203075409,2013
2,SSD.7.1.1_1,0.23749521374702454,2013
2,SSD.7.2.1_1,0.17456269264221191,2013
2,SSD.7.3.1_1,0.21434412896633148,2013
2,SSD.7.4.1_1,0.3152692914009094,2013
2,SSD.7.5.1_1,0.1874779909849167,2013
2,SSD.7.6.1_1,0.32836413383483887,2013
2,SSD.7.7.1_1,0.17182673513889313,2013
2,SSD.7.8.1_1,0.12008097022771835,2013
2,SSD.8.1.1_1,0.23785458505153656,2013
2,SSD.8.2.1_1,0.1906796395778656,2013
2,SSD.8.3.1_1,0.6879116296768188,2013
